Artists,Tracks,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Views,Likes,Comments,Duration_ms,Stream
Gorillaz,10,0.7109,0.8157,6.5,-6.030000000000001,0.07963,0.02408951,0.11729170000000003,0.26410999999999996,0.6572,132.747,204394284.6,1956852.7,55151.3,238562.8,319317437.5
Red Hot Chili Peppers,10,0.5622,0.8023,4.5,-5.546200000000001,0.05252,0.03949999999999999,0.011417308999999999,0.14486000000000002,0.5221,99.15360000000001,406156600.3,1842214.7,46304.0,275298.7,679646730.7
50 Cent,10,0.7149,0.7082999999999999,7.2,-4.2294,0.3338,0.16196000000000002,0.0008026800000000001,0.15867,0.7081000000000001,105.61570000000002,456024072.7,2751438.0,67265.1,224777.5,405956641.4
Metallica,10,0.5079,0.8002,6.0,-6.824199999999999,0.044469999999999996,0.008198506,0.054431240000000006,0.16373000000000001,0.3699,118.52459999999999,245346151.1,1184439.8,35668.3,354458.5,35164859.9
Coldplay,10,0.47269999999999995,0.5704,4.8,-7.3571,0.030770000000000002,0.20700600000000002,0.005587765,0.17793,0.2906,126.11120000000001,999727788.4,6315789.5,212437.0,261958.3,1177847823.6
Daft Punk,10,0.7721,0.6882,7.4,-9.354,0.07662,0.123916,0.404777284,0.15979000000000002,0.5960000000000001,114.12959999999998,159066708.9,1178728.7,39682.2,316330.3,342959361.5
Linkin Park,10,0.5626,0.8976999999999998,5.5,-4.5191,0.07259,0.03761,6.16e-07,0.35595,0.49540000000000006,117.79490000000001,568506989.0,3618088.4,150554.3,192419.9,636240882.0
Radiohead,10,0.41050000000000003,0.4763,6.2,-9.625699999999998,0.0388,0.23070010000000002,0.15942962,0.11995,0.2758,114.84819999999999,116163783.5,779568.6,24659.6,260446.8,289823932.4
AC/DC,10,0.5189,0.8506,5.7,-4.7232,0.10189000000000001,0.058157400000000005,0.0185001,0.20840999999999998,0.5154000000000001,132.9181,337776587.2,1780121.9,42885.8,260600.0,594140589.7
Black Eyed Peas,10,0.7744,0.7453000000000001,4.5,-5.7643,0.12345999999999999,0.083533,0.00245224,0.37585,0.5475000000000001,121.2897,490716434.5,3052450.9,103966.5,230511.0,447377181.8
Michael Jackson,10,0.8196999999999999,0.766,5.4,-6.6325,0.08545,0.12162999999999999,0.056881889000000005,0.19466,0.7503,121.28540000000001,520496199.1,3741943.2,158154.9,270952.2,460604309.3
P!nk,10,0.6099,0.7181,5.9,-5.2695,0.09184,0.046845399999999995,5.2001e-05,0.12116000000000002,0.46210000000000007,128.83829999999998,347598566.7,1687056.6,48077.8,221914.8,388172902.8
Eminem,10,0.7703999999999999,0.7826,4.8,-3.7217,0.18474000000000002,0.12795600000000001,5.39e-07,0.23926000000000003,0.5186,121.3898,911932371.0,6551353.4,291905.4,293934.7,974858773.4
Pharrell Williams,10,0.8226999999999999,0.6193000000000001,6.2,-5.805200000000001,0.12452,0.206101,1.6275000000000003e-05,0.11439000000000002,0.6975,118.67429999999999,108311208.1,826824.5,22133.1,208539.4,310873754.2
Khalid,10,0.6723999999999999,0.5937,2.8,-7.3173,0.12387,0.29101000000000005,0.034897356000000004,0.11964999999999999,0.37250000000000005,112.41569999999999,539824627.5,4688144.7,100126.5,198648.9,1138683991.5
Shakira,10,0.7686,0.6524000000000001,5.4,-6.5398,0.09141,0.26992000000000005,1.9364e-05,0.15094,0.6236,124.492,881813978.6,5596303.5,285711.6,198056.7,429504502.8
Machine Gun Kelly,10,0.6625000000000001,0.7408,3.7,-5.1206000000000005,0.07436000000000001,0.0370782,0.0008659200000000001,0.19705999999999996,0.413,118.3838,114740852.6,1103353.8,35961.6,168948.8,296845443.5
Nicky Jam,10,0.7030000000000001,0.7545,7.0,-5.9671,0.1192,0.27221,0.000106,0.11686,0.7605000000000001,135.26319999999998,632203084.4,2490104.6,65298.9,199441.2,345500790.5
The Beatles,10,0.4993,0.4569,5.8,-10.1605,0.03545999999999999,0.40133,0.025051826,0.12199,0.48250000000000004,126.71929999999998,65420371.7,579237.4,11220.0,200801.4,450927502.8
Pitbull,10,0.7011999999999999,0.8404999999999999,6.5,-4.7705,0.11978,0.053613,0.00158913,0.26766,0.6713,127.1069,610600349.1,2712502.2,100909.9,222788.0,497472141.5
Sean Paul,10,0.7924000000000001,0.7247000000000001,5.0,-4.7885,0.12628,0.12368240000000001,2.15e-06,0.13330000000000003,0.6710999999999999,100.82079999999999,362910008.0,2259741.2,35702.1,216647.1,287346019.4
Elvis Presley,10,0.4774,0.4567,5.6,-12.6221,0.05117000000000001,0.5324579999999999,0.017004434000000002,0.1578,0.6485,118.8308,74410717.7,656759.6,22232.8,172398.6,238138473.7
2Pac,10,0.8106,0.765,4.3,-5.0581,0.19647,0.078859,0.000573678,0.22152,0.6487,102.452,109252240.7,849149.3,36782.1,285392.1,325683181.4
Snoop Dogg,10,0.7857999999999999,0.6869,6.4,-6.089799999999999,0.14211000000000001,0.14876,0.0001401,0.18220999999999998,0.6746000000000001,118.64949999999999,165817321.4,1667446.8,63196.1,231835.4,270331537.8
Lil Wayne,10,0.5376000000000001,0.6899,4.3,-6.1655,0.19102000000000002,0.16152000000000002,0.0005529199999999999,0.25917,0.5085,115.3415,316282035.5,2053563.5,93388.5,248321.2,404858098.8
Sia,10,0.5478000000000001,0.6813,6.1,-5.1936,0.09100000000000001,0.13944,0.000211352,0.09985999999999999,0.47381,125.9544,844183533.6,5237609.6,169714.8,210347.5,736834351.6
Fleetwood Mac,10,0.641,0.5482,5.6,-11.6614,0.03327,0.24742000000000003,0.050381920000000004,0.09729000000000002,0.7515,136.1036,38625732.9,288399.1,9701.2,224425.2,506301017.4
ABBA,10,0.6285000000000001,0.7350000000000001,6.2,-7.305,0.03491,0.36360000000000003,0.001527925,0.27918,0.7221,120.78599999999999,196945255.1,1079742.7,36049.0,255842.6,334736160.6
Frank Sinatra,10,0.4469,0.2943,5.8,-12.8309,0.045079999999999995,0.7344999999999999,6.874e-06,0.21388000000000001,0.5246999999999999,124.21940000000002,27335739.7,303021.6,6384.5,171487.9,228104466.6
Tiësto,10,0.7149,0.8053000000000001,6.0,-4.7425999999999995,0.1172,0.124762,0.051560801,0.23970000000000002,0.48334,122.8113,77055464.5,612717.8,10161.6,163077.9,313561758.1
Elton John,10,0.5934,0.6939,3.2,-7.3180000000000005,0.05434,0.30532,0.012293141,0.13813999999999999,0.5740000000000001,133.5654,104969208.4,769538.4,17982.8,243812.2,546206168.1
JAY-Z,10,0.6496999999999999,0.7592,5.4,-4.7889,0.2575,0.24298000000000003,0.00178785,0.33599999999999997,0.5010000000000001,120.4383,92189708.5,634088.2,29177.3,227948.7,370364447.6
21 Savage,10,0.7443,0.5862999999999999,5.7,-7.354000000000001,0.23415999999999998,0.0830947,1.0127e-05,0.18883,0.27759999999999996,132.18929999999997,17182285.0,282495.1,7173.4,221177.1,218641700.1
Kanye West,10,0.6433,0.6416,3.8,-6.1915,0.18834,0.135874,4.45e-05,0.25244000000000005,0.48017000000000004,116.5645,172228215.9,1187267.5,59148.2,221465.4,651792644.3
Luis Miguel,10,0.535,0.6143,5.1,-7.6502,0.031139999999999994,0.32887000000000005,0.000178236,0.20554,0.45028000000000007,119.55720000000001,137434553.1,492054.6,15591.7,217912.0,249907779.9
Beyoncé,10,0.6629,0.6794,4.5,-6.2512,0.11749000000000001,0.15334,0.00012907,0.20736,0.5875,110.22369999999998,404629247.6,2075342.1,81751.2,242016.7,517856012.9
Daddy Yankee,10,0.7724,0.8211999999999999,3.9,-4.7834,0.06921999999999999,0.13391999999999998,1.9699999999999998e-05,0.13871,0.6822,103.7047,1087192684.2,6551817.1,467212.8,206795.9,513546248.1
Don Toliver,10,0.6934,0.6213,5.0,-6.4843,0.11240999999999998,0.31208099999999994,0.033217443,0.19382000000000002,0.49883,127.26489999999998,66703984.2,922395.6,22446.1,177034.5,298307618.6
Camilo,10,0.6719999999999999,0.6559000000000001,5.3,-5.5309,0.18461000000000002,0.20026100000000002,2.649e-06,0.16185000000000002,0.6928,142.7936,238565026.4,1519488.8,32805.5,197022.3,255418449.9
Britney Spears,10,0.7326999999999999,0.759,3.6,-4.964599999999999,0.05395000000000001,0.13133999999999998,0.00263877,0.18898,0.6551,120.9405,299319686.7,1902662.7,79169.3,218827.3,395708532.5
Farruko,10,0.7332,0.7083999999999999,6.9,-5.0758,0.13962000000000002,0.212059,6.98e-06,0.15874999999999997,0.5735,128.2592,712561250.5,3909755.6,100012.9,238130.7,493554900.3
Wisin & Yandel,9,0.7264444444444443,0.7812222222222223,7.222222222222222,-4.853666666666666,0.10256666666666667,0.13343666666666665,0.00016503444444444446,0.2026888888888889,0.5436666666666666,128.91055555555556,0.0,0.0,0.0,231856.44444444444,124671261.22222222
Disney,10,0.47309999999999997,0.4582,4.0,-11.066399999999998,0.08152000000000001,0.46026000000000006,4.5240999999999996e-05,0.13495,0.4250999999999999,108.1745,108570212.6,510694.2,8989.3,188784.3,215927649.8
Chris Brown,10,0.6806,0.6693,5.5,-5.881200000000001,0.08866,0.11527000000000003,0.000141628,0.16740000000000002,0.4756,110.6383,184121513.3,1316289.9,44339.3,217349.1,346697123.2
Tory Lanez,10,0.6428,0.5923,6.4,-7.894800000000001,0.17024999999999998,0.17757,1.085e-05,0.17703,0.50265,112.98070000000003,67042001.8,601446.3,16310.0,214485.0,199789133.3
Mariah Carey,10,0.5888000000000001,0.5765,5.1,-7.369400000000001,0.06604,0.23016,8.64e-07,0.24436,0.4514,118.71379999999999,306424403.6,1565925.0,69322.6,240221.3,362878523.3
A.R. Rahman,10,0.6237,0.5700999999999999,3.9,-8.804499999999999,0.08534,0.43170000000000003,2.7343000000000002e-05,0.10739000000000001,0.5684,131.6124,123613892.7,1097910.9,32442.5,294388.2,60691393.2
Die drei ???,10,0.5354,0.6492,2.4,-9.359800000000002,0.7619999999999999,0.3055,4.8e-07,0.5107,0.4756,102.85249999999999,21912.0,256.0,5.0,180539.3,0.0
Pritam,10,0.6100000000000001,0.614,3.4,-7.014800000000001,0.03364,0.53263,9.965e-05,0.11926,0.4424,114.49539999999999,248887529.5,2143835.9,68069.1,268643.8,119151591.3
Shreya Ghoshal,10,0.5573,0.5524,4.4,-8.0383,0.04933,0.48460000000000003,0.000216269,0.15400999999999998,0.48850000000000005,127.8753,76484982.7,724111.9,26121.0,242883.9,58313100.8
Pink Floyd,10,0.4446,0.3497,5.8,-13.8275,0.04998,0.38224,0.28565440000000003,0.29639,0.3374,116.3712,8542964.3,77910.1,1984.0,318030.8,55736863.2
System Of A Down,10,0.43390000000000006,0.8786999999999999,4.3,-3.5747,0.09736000000000002,0.048294699999999996,0.00580362,0.17467,0.35363,120.29079999999999,352990653.6,1954713.3,71037.5,205877.3,341247698.9
Green Day,10,0.4539000000000001,0.777,5.9,-4.3796,0.06570000000000001,0.02859084,1.3925999999999998e-05,0.28798,0.5551,128.47160000000002,224469539.5,1600360.4,61783.5,247750.5,465307709.8
Ludovico Einaudi,10,0.2791,0.07792999999999999,4.6,-28.547199999999997,0.04721,0.9793000000000001,0.9219000000000002,0.10503,0.14881000000000003,104.5375,9397704.5,171248.6,4508.8,285803.5,98781602.0
Muse,10,0.5331,0.8274999999999999,6.4,-4.993799999999999,0.05968,0.018932394,0.01526322,0.18860000000000002,0.43200000000000005,127.5452,110013228.0,586864.0,25464.1,263894.4,253070601.1
Aerosmith,10,0.4689,0.7843,4.5,-6.0008,0.03785000000000001,0.1804582,0.0040485600000000005,0.20143,0.4891,114.95980000000002,201420573.7,831814.1,21067.7,290490.4,328725296.0
Slipknot,10,0.4475999999999999,0.8920999999999999,6.3,-3.7491,0.0948,0.0376942,0.003931304,0.25549,0.28964,117.30520000000001,199524591.5,1478352.1,61784.6,252528.8,268827838.7
Oasis,10,0.35740000000000005,0.7687999999999999,4.2,-4.4047,0.04004,0.14053952,0.006586096,0.20177,0.33685,137.82319999999999,20030822.0,120508.5,3508.5,283494.7,255883685.0
The Rolling Stones,10,0.5913,0.7039,4.4,-6.975399999999999,0.05908,0.3926200000000001,0.02433336,0.16710000000000003,0.6331,122.45630000000001,91041502.4,617885.8,17683.4,290340.0,392778276.6
Hans Zimmer,10,0.25782999999999995,0.15467,6.9,-18.8495,0.03559,0.5097849999999999,0.8718,0.08914,0.06155999999999999,106.11029999999998,4037285.1,35900.5,1977.3,203471.2,85825589.9
Deftones,10,0.37299999999999994,0.7786,4.4,-5.3315,0.06492,0.002402761,0.1527856,0.14103,0.23712,102.25949999999999,17294388.8,162866.8,5777.3,270303.9,90531681.0
blink-182,10,0.496,0.8909999999999998,3.7,-5.2724,0.05891999999999999,0.016971900000000005,4.0473000000000004e-05,0.24140999999999999,0.5674,141.4604,145195235.1,699400.2,35162.3,186431.2,315199109.7
Bob Marley & The Wailers,10,0.8026000000000002,0.49000000000000005,6.8,-10.0832,0.19951999999999998,0.175366,0.002389187,0.13913000000000003,0.7496,110.4798,97630062.6,628983.0,16083.9,241457.3,388922993.8
David Bowie,10,0.5011,0.5828000000000001,5.9,-10.833499999999999,0.04433,0.16931279999999999,0.053514353,0.17634,0.5385000000000001,123.2271,30222409.1,301935.1,9731.0,289180.2,245758307.3
Bon Jovi,10,0.442,0.7757999999999999,3.8,-4.7206,0.038669999999999996,0.103935,0.001484885,0.20290999999999998,0.46640000000000004,129.7724,442310548.3,1987029.6,58420.5,295548.1,417172887.7
Dr. Dre,10,0.7767000000000001,0.8069000000000001,6.8,-3.4457,0.2045,0.10702219999999998,0.00017892,0.15899,0.5338,113.95620000000001,275618342.7,2085009.0,78992.1,235478.7,361134559.0
Creedence Clearwater Revival,10,0.6809999999999999,0.7229,4.1,-7.1081,0.037469999999999996,0.129786,0.091040867,0.10381,0.7843,127.43320000000001,68637114.0,453706.0,8123.7,172423.7,374466862.9
U2,10,0.5017,0.7012,3.0,-8.215,0.04104000000000001,0.09526499999999999,0.04038778,0.21983999999999998,0.46449999999999997,124.90729999999999,88747585.4,400026.2,12717.1,255675.9,308662052.7
Nate Dogg,10,0.842,0.5624,4.8,-6.0132,0.16675,0.17824,0.031096440999999996,0.15453,0.6105,97.7681,28996598.4,237639.7,5313.0,204058.4,36111160.1
Juanes,10,0.6006,0.7277000000000001,4.5,-4.980400000000001,0.03761,0.172371,3.3300000000000003e-06,0.18001,0.6649,110.2595,158508260.0,771906.2,16210.7,223591.1,183608776.0
Maná,10,0.6866000000000001,0.7017000000000001,6.3,-6.155900000000001,0.031180000000000003,0.252057,0.0006162639999999999,0.11757999999999999,0.6532,128.4468,209881810.7,590133.9,15284.5,274713.0,172439079.7
Bee Gees,10,0.5917999999999999,0.6055,6.5,-9.7566,0.0337,0.17584899999999998,0.04169244500000001,0.26030000000000003,0.6424000000000001,115.7044,125685315.2,942792.0,27733.7,230908.2,263466843.8
Billy Joel,10,0.5892999999999999,0.6816,3.5,-7.385700000000002,0.06126,0.3747999999999999,0.00019086599999999998,0.17762,0.632,137.47499999999997,71078224.9,468878.0,20019.8,243738.6,299000515.8
The Notorious B.I.G.,10,0.7779999999999999,0.7024,6.6,-6.499899999999999,0.25449,0.22574999999999998,1.7909999999999999e-06,0.22359999999999997,0.67026,100.4078,65186620.2,504671.7,12180.7,269102.8,337026157.7
Enrique Iglesias,10,0.6578999999999999,0.7205999999999999,5.8,-5.0543000000000005,0.05752999999999999,0.23664000000000002,4.1868e-05,0.1135,0.5882000000000001,123.774,886027060.8,3105547.7,89791.8,232092.1,373286218.4
Timbaland,9,0.6662222222222222,0.7263333333333333,7.333333333333333,-5.555666666666667,0.10191111111111112,0.12304555555555556,0.08713833333333335,0.23065555555555559,0.5293222222222222,113.90988888888887,197020842.44444445,1012924.2222222222,28983.444444444445,221946.77777777778,161856374.2222222
Alejandro Sanz,10,0.48789999999999994,0.6443,2.8,-6.382900000000001,0.05233,0.38480000000000003,1.609e-06,0.14394,0.4288,114.3692,108378502.1,340971.0,16263.2,268420.5,146159351.7
Whitney Houston,10,0.6209,0.4779000000000001,4.8,-10.6872,0.0485,0.36841999999999997,5.0934000000000004e-05,0.18844000000000002,0.4323,112.0146,371949118.1,1967350.4,68295.2,263297.4,343620635.6
Madonna,10,0.766,0.7719,3.9,-6.335,0.05976,0.18602400000000002,0.018985296,0.10132999999999999,0.7392,117.64619999999998,212930335.9,1112136.8,41658.6,236419.4,176911054.3
Alicia Keys,10,0.5635,0.5538000000000001,5.8,-6.8324,0.09118,0.41098999999999997,0.000214361,0.14032,0.3318,99.0223,201352553.8,1270664.4,31588.9,232677.0,367548519.6
John Mayer,10,0.5898,0.4984,4.4,-9.133899999999999,0.038579999999999996,0.50526,0.015826200000000002,0.19958,0.46799999999999997,138.8797,44589619.4,293510.2,12211.7,229696.1,337278490.1
Christina Aguilera,10,0.5535,0.7003,3.6,-4.9371,0.12941,0.27657000000000004,0.001518712,0.26426000000000005,0.48617,136.263,270939783.2,1432890.7,49807.6,240100.0,303843382.2
Marc Anthony,10,0.5692999999999999,0.7613,4.3,-4.581,0.05337000000000001,0.41459999999999997,7.3269999999999995e-06,0.14884,0.6905,101.2399,323536834.0,866871.5,19600.3,286408.7,173628956.7
Ricardo Arjona,10,0.621,0.6655,3.6,-5.5287999999999995,0.032350000000000004,0.35259999999999997,0.0014205309999999998,0.16816000000000003,0.425,130.8721,219941938.1,514915.1,14456.4,263627.9,116553525.1
Stevie Wonder,10,0.5947,0.5784,5.3,-10.807800000000002,0.04616,0.25805,0.0006495170000000001,0.17948000000000003,0.7718999999999999,114.7357,4272475.2,32409.4,919.6,201816.0,238404749.5
Ludacris,10,0.7492000000000001,0.6975,4.1,-5.853700000000001,0.26273,0.159358,0.002200123,0.29546,0.6342000000000001,118.6905,49633997.3,316545.5,10048.8,251657.4,73501383.7
Plan B,10,0.8484,0.8120999999999998,4.6,-4.3609,0.10459999999999998,0.13122899999999998,0.00027944900000000003,0.19008999999999998,0.7136,122.40239999999999,214919352.5,1080448.9,29325.2,223555.6,131961159.8
Aventura,10,0.7748999999999999,0.6314,4.6,-8.4578,0.07787,0.32803,3.0210000000000004e-05,0.13214,0.8221,137.9445,253748807.2,974307.9,18597.8,253952.6,279611756.2
Usher,10,0.7366,0.6416999999999999,3.2,-5.553699999999999,0.09536,0.13126,1.293e-06,0.13179999999999997,0.5807,120.93610000000001,257593303.4,1375721.1,44046.0,236270.5,358000401.3
Vicente Fernández,10,0.5503,0.3694,4.3,-7.714,0.04736,0.5532,0.001089063,0.20282,0.5560999999999999,104.7056,61415706.4,207088.1,4315.3,177347.7,97977557.6
Alejandro Fernández,10,0.5469999999999999,0.577,6.7,-7.228399999999999,0.04443,0.4161,1.1378e-05,0.09748,0.5791999999999999,125.7592,158700501.3,482710.6,11255.2,230329.3,166896125.8
T-Pain,10,0.7202,0.5574999999999999,3.7,-7.3334,0.12991,0.065873,1.1400000000000001e-07,0.19782,0.5227999999999999,116.7558,110318489.0,653631.2,16526.5,229167.1,182761605.8
Johann Sebastian Bach,10,0.35619000000000006,0.11017099999999999,6.3,-25.683100000000003,0.04846,0.9575999999999999,0.7394799400000001,0.09159,0.32796,111.83619999999999,3953852.1,61454.4,1668.3,204592.0,49784472.7
Jhené Aiko,10,0.5852000000000002,0.5155000000000001,5.2,-9.205200000000001,0.15866,0.43807,0.016866565,0.14931,0.42400000000000004,114.07950000000001,82615108.2,569509.4,11358.2,244423.8,144923878.2
Alka Yagnik,10,0.5582,0.6392,5.2,-8.9768,0.05563,0.49241,0.00074867,0.13438999999999998,0.6528,118.4766,202677193.3,1019263.1,33076.3,339276.4,45138624.2
Udit Narayan,10,0.6312,0.6683,5.6,-9.0595,0.07258,0.4600200000000001,0.003105802,0.17186,0.6641,120.32649999999998,191324041.2,1154224.0,31718.1,328769.3,30588719.8
Vishal-Shekhar,10,0.7186,0.6900999999999999,5.6,-6.439099999999999,0.06803000000000001,0.28679,0.00044912400000000007,0.20316,0.6119,110.7838,199226574.3,1539924.6,60164.9,257341.3,64741351.2
Bibi und Tina,10,0.7903,0.7031,6.6,-7.4388000000000005,0.07219,0.076685,8.822100000000001e-05,0.14642000000000002,0.6946,121.39529999999999,7758241.3,36313.6,274.6,181132.1,11492463.3
Yuvan Shankar Raja,10,0.7238999999999999,0.5648,5.1,-8.627600000000001,0.11821000000000001,0.3604,0.027491714,0.18775,0.5572,125.14020000000001,29332160.0,242261.2,4764.0,228493.1,21648418.8
Bibi Blocksberg,10,0.6774000000000001,0.32189999999999996,5.9,-19.402099999999997,0.9452999999999999,0.6675000000000001,0.0,0.46438999999999997,0.5532999999999999,107.09089999999999,2402.0,35.4,8.8,94792.7,285787.7
Pearl Jam,10,0.4263,0.6609,5.4,-8.1958,0.037809999999999996,0.19710600000000003,0.00050372,0.18952,0.38639999999999997,101.05180000000001,46690441.8,224711.5,8789.2,270838.2,244110340.7
The Offspring,10,0.5118,0.9105000000000001,3.7,-4.7519,0.08603000000000001,0.05356759,0.000691388,0.19341,0.6702999999999999,121.72850000000001,71786004.1,460585.3,10300.2,189440.2,285540809.3
Johnny Cash,10,0.6517999999999999,0.483,5.0,-11.6167,0.059329999999999994,0.57202,0.01546554,0.33848,0.6335000000000001,104.8463,45237641.3,383767.0,16193.2,191965.8,200471812.0
Eagles,10,0.5823,0.48819999999999997,6.5,-10.850800000000001,0.033690000000000005,0.417964,0.012857315,0.12216000000000002,0.6258,120.8931,35555291.7,241654.0,643.9,255141.2,278478821.4
Korn,10,0.5065000000000001,0.8756,4.7,-5.0844000000000005,0.07717,0.001690211,0.1905617,0.3516,0.47309999999999997,105.5442,71677850.5,398386.1,13826.4,218820.0,143680872.6
MGMT,10,0.6175,0.8459,6.4,-4.978199999999999,0.04532,0.09664073999999999,0.06758346000000001,0.24830000000000002,0.5858999999999999,120.1582,59506911.5,536204.0,26754.0,268173.3,226521387.0
MF DOOM,10,0.558,0.7615999999999999,5.6,-7.205500000000001,0.3234,0.29789000000000004,0.000335292,0.31428,0.7476,103.49389999999998,6291452.7,109058.9,3787.4,186984.0,77542358.8
The Cure,10,0.5881000000000001,0.7263,7.6,-8.851,0.05294,0.15434420000000001,0.37841388099999995,0.17526,0.692,136.29829999999998,61068361.7,372703.2,9397.8,244813.3,6884899.4
Jack Johnson,10,0.7456,0.43938,5.3,-9.877500000000001,0.04998999999999999,0.52893,0.022674576,0.19886,0.6081999999999999,112.102,17751634.5,94043.6,3589.3,185140.4,224317625.1
Outkast,10,0.7978999999999999,0.7758,4.7,-5.4188,0.18990999999999997,0.07852,7.126100000000001e-05,0.26688999999999996,0.6129,112.70579999999998,125056428.3,961006.4,28654.5,269253.3,277547630.5
Ice Cube,9,0.797,0.7387777777777778,6.111111111111111,-5.742555555555556,0.21721111111111113,0.11559455555555556,0.006029177777777777,0.18894444444444444,0.6562222222222222,95.26322222222221,45131319.777777776,657365.0,18380.333333333332,253651.22222222222,205439696.66666666
Phil Collins,10,0.6109,0.6101000000000001,3.5,-7.613099999999998,0.0356,0.28703,0.011003236,0.08225,0.4856,122.54969999999999,80293254.7,403732.6,13527.4,264349.3,267600061.7
John Williams,10,0.28069999999999995,0.15974,3.8,-20.4142,0.03776,0.8851999999999999,0.61922,0.18380999999999997,0.19203,87.9336,8668754.4,91908.4,4755.5,194695.9,66897398.3
Soda Stereo,10,0.59,0.7353,5.5,-6.847800000000001,0.03797999999999999,0.269285,0.1350041,0.3413399999999999,0.5072,120.7565,42736025.4,227272.8,7668.1,285615.9,54007348.1
Nas,10,0.7295999999999999,0.7736,6.2,-5.458,0.2496,0.05750970000000001,0.0043152,0.17523,0.5998,106.1268,17752236.0,174731.8,6994.0,246041.2,98055719.9
Luis Fonsi,10,0.6446000000000001,0.7417,4.0,-5.1482,0.07795,0.31468999999999997,4.2489000000000006e-05,0.18303999999999998,0.6447999999999999,128.14989999999997,1162811303.1,6690848.9,470342.8,214262.3,505432620.1
Backstreet Boys,10,0.6566,0.7887,6.2,-4.6364,0.03708,0.15284000000000003,2.346e-06,0.20278000000000002,0.6047,115.72179999999999,283958897.4,1352670.7,54036.6,229562.7,274926774.7
Los Ángeles Azules,10,0.6795,0.5579000000000001,3.7,-6.5994,0.044649999999999995,0.31710000000000005,3.279e-05,0.14713,0.7739999999999999,95.6001,473915862.2,1231496.7,41652.8,219486.8,141611591.7
Zedd,10,0.6227,0.7172000000000001,7.2,-4.1477,0.04836,0.194837,0.019302291,0.09764999999999999,0.44259999999999994,125.24950000000001,147567488.5,1231282.9,33171.9,218704.1,452537823.6
Nat King Cole,10,0.39030000000000004,0.2893,4.8,-12.6511,0.07499,0.8009000000000001,0.001531575,0.2287,0.49079999999999996,116.64949999999999,3227760.0,38185.3,978.9,137280.2,117834774.6
Armin van Buuren,10,0.6040000000000001,0.8645000000000002,5.8,-5.1872,0.04938,0.047365000000000004,0.082811877,0.15592999999999999,0.311,123.2489,96617083.3,742609.2,15452.7,172037.8,110387605.8
Juicy J,10,0.807,0.7224,5.0,-5.7551000000000005,0.15721000000000002,0.033543,8.939999999999999e-07,0.18309999999999998,0.48362,141.24509999999998,104688291.3,659606.2,21465.6,231952.4,58463869.2
Julieta Venegas,10,0.6877,0.7017,6.2,-5.780700000000001,0.04825,0.10787,2.125e-05,0.28797,0.6276999999999999,122.31300000000002,110338836.5,623200.8,15016.9,211091.3,165876014.7
Bruce Springsteen,10,0.5235,0.6960999999999999,3.9,-8.9815,0.04242,0.21482829999999997,0.019882687000000003,0.19990999999999998,0.6061,117.11030000000001,77511164.8,321194.1,14547.1,243081.3,249566066.0
Wham!,10,0.7186,0.6128000000000001,4.4,-11.538599999999999,0.04441,0.22704,0.00089285,0.18880999999999998,0.8148,117.05610000000001,217838169.7,1139061.1,61734.2,279990.6,218149515.9
José José,10,0.3986,0.37570000000000003,5.4,-12.4375,0.03649,0.675,1.913e-06,0.21158999999999994,0.317,125.80499999999999,42717290.4,152827.6,3222.6,244570.7,101637288.4
Los Tigres Del Norte,10,0.7095,0.5456000000000001,3.9,-8.630499999999998,0.06659000000000001,0.3489399999999999,0.00012771400000000002,0.17955000000000002,0.8543999999999998,123.4176,31509798.6,111070.1,2129.1,192270.7,89819022.4
Bryan Adams,10,0.5285,0.6088,3.7,-8.3103,0.029930000000000002,0.1758279,1.077e-05,0.15121,0.4577,120.5404,176710218.1,857277.0,25015.4,258862.4,255519929.2
Dean Martin,10,0.4386,0.2413,5.7,-14.6142,0.03674,0.8666,0.005750245,0.17634999999999998,0.5662,109.80130000000001,7263061.0,90264.8,3743.8,152057.4,116329697.2
Nelly Furtado,10,0.7413000000000001,0.7852,6.9,-5.9197999999999995,0.07534,0.0843,0.001203049,0.21398999999999999,0.6882,121.0212,242119567.6,1252153.5,36635.5,244641.4,203061895.0
Ricky Martin,10,0.5832999999999999,0.711,3.6,-5.8452,0.12206999999999998,0.32300500000000004,1.372e-05,0.18226,0.5449,109.19660000000002,394178258.2,1062744.6,32396.0,231305.5,184124911.9
Jennifer Lopez,10,0.7208,0.7456,6.0,-5.852799999999999,0.10891000000000002,0.133411,0.000188933,0.21589,0.6291,109.51559999999999,622982752.6,2720823.1,124029.7,234680.1,246255723.1
Sido,10,0.7684,0.5917999999999999,4.9,-7.4604,0.16285,0.177292,0.00039946299999999997,0.15177000000000002,0.577,126.4138,11230105.1,83841.4,3641.9,181497.4,40324827.4
Wolfgang Amadeus Mozart,10,0.2663,0.11527999999999998,3.4,-21.7599,0.040909999999999995,0.9702,0.8608,0.15313000000000002,0.21369,116.12920000000001,2119404.3,18549.0,983.4,331493.4,33917139.1
Juan Gabriel,10,0.5001,0.33182,2.3,-12.347000000000001,0.039639999999999995,0.5053500000000001,0.000179454,0.17305,0.5126999999999999,123.04979999999998,130785933.9,349276.5,12964.0,241509.4,100378459.9
